WORD: FREQUENCY
squawked: 1
whispering: 4
smarter: 1
wandering: 9
allmuggle: 1
seemed: 71
mcgonagalls: 6
stained: 1
pythons: 1
amber: 1
turning: 16
low: 15
spreading: 1
hags: 1
morninghe: 1
baruffio: 1
lay: 17
grunnings: 2
potter: 84
finished: 13
noticed: 29
drowned: 1
weerhave: 1
peaswhat: 1
edged: 2
hoggy: 1
windows: 10
cards: 5
later: 43
related: 1
sets: 1
unwrap: 4
watery: 1
anxiety: 1
circled: 1
syllable: 1
stray: 1
wellgive: 1
young: 10
doughnut: 1
bartender: 4
slowly: 18
map: 4
wears: 1
an: 209
nasty: 14
likely: 1
motorcycles: 1
advice: 3
legendary: 1
voicefirs: 1
sing: 2
dudleys: 23
desire: 2
sonhed: 1
pursed: 1
blossoming: 1
oh: 57
asleep: 21
changing: 2
slipped: 10
tidy: 2
locker: 7
seventh: 2
before: 106
unlike: 1
getting: 32
lids: 1
we: 144
stabbing: 1
sighed: 8
thats: 73
personally: 1
replaced: 1
might: 52
killedor: 1
sharply: 6
likethis: 1
twanging: 1
supreme: 1
song: 3
gives: 4
smell: 12
pretending: 5
percyd: 1
improve: 2
screamedslytherin: 1
suppose: 29
growls: 3
shocked: 6
clenched: 2
bless: 2
parents: 24
oooooooh: 1
rubbishspell: 1
spinnet: 2
imagination: 2
leaky: 10
plainly: 2
cereal: 1
armchair: 3
quiz: 1
slammed: 7
senses: 2
wet: 4
hanger: 1
faithfully: 1
enraged: 1
promise: 2
child: 2
underground: 7
baronll: 1
folks: 1
full: 37
fortune: 3
hummed: 2
shivering: 1
wheedled: 1
survive: 1
letterh: 1
wherever: 6
yesterday: 7
stood: 37
fumbling: 1
five: 32
sister: 14
rain: 4
elixir: 5
bagshot: 1
yorkshire: 2
viewers: 1
punctures: 1
egg: 10
blinking: 4
chairs: 3
norbertand: 1
pudding: 2
sticky: 2
saw: 62
yard: 1
acting: 3
grin: 6
nevilles: 15
hecouldnt: 1
allowed: 18
measuring: 2
forest: 35
higgshe: 1
ddefense: 1
outer: 2
crawling: 2
was: 1172
owls: 23
harryevery: 1
every: 51
outand: 1
wouldnt: 48
refereed: 1
professora: 1
clung: 1
form: 2
betray: 1
sightings: 1
eyeglasses: 1
slain: 1
sheared: 1
attract: 2
bloodiness: 1
higgs: 1
woods: 7
ever: 60
code: 1
meal: 2
night: 45
frightened: 5
finish: 4
shape: 3
wondered: 14
everywhere: 6
tenpin: 1
watchers: 1
anne: 2
bird: 2
buy: 12
families: 11
turns: 3
anothertwo: 1
reared: 1
itits: 1
finally: 23
years: 52
yourself: 14
mommy: 4
only: 106
golden: 10
furiouslygo: 1
jerk: 2
faced: 8
managing: 1
heart: 24
narrowed: 2
password: 2
grunted: 7
slug: 2
joining: 1
almost: 47
termsend: 1
doing: 34
along: 32
eaten: 5
act: 1
someone: 28
problems: 4
remember: 39
loops: 1
stiffly: 3
thinkiknowthat: 1
dinner: 7
determined: 3
pawn: 1
arm: 19
pull: 12
frightenin: 1
impress: 1
cleared: 6
im: 111
er: 1
carefully: 13
mondayand: 1
move: 24
belt: 1
its: 215
terence: 1
dont: 143
markings: 3
bludgerthe: 1
afraid: 8
cast: 2
trust: 7
president: 2
specimen: 1
defeated: 1
moodwas: 1
ago: 13
organized: 2
decide: 3
mouthful: 2
triumphs: 1
cafru: 1
spleens: 1
driveway: 1
pulled: 51
roll: 7
owner: 1
last: 83
together: 19
slept: 3
dolphins: 1
whatever: 8
stranger: 7
hasnt: 6
oak: 5
peculiara: 1
bettie: 3
apologized: 1
oldest: 3
hates: 2
gringotts: 25
stove: 1
behavior: 1
gone: 47
tremblin: 2
hagrid: 331
alonebut: 1
flew: 14
meet: 16
thesedragon: 1
sitting: 26
angelharry: 1
copying: 3
snoozed: 1
knocked: 18
fireplace: 4
seem: 16
ireland: 1
leap: 3
had: 697
patch: 2
sinking: 2
tape: 4
convention: 1
pair: 16
ballwind: 1
sorry: 28
zoom: 1
worried: 11
severe: 1
greed: 1
flickering: 3
going: 133
approve: 1
nicholas: 3
hit: 12
blood: 22
nephewwas: 1
same: 37
spose: 1
nervous: 14
eeylops: 2
whatreally: 1
skyward: 2
split: 6
closer: 11
minutesonly: 1
lunch: 3
fluffyhe: 1
unusual: 4
my: 97
meyou: 1
petunia: 56
overand: 1
less: 10
disturb: 2
gaspedthey: 1
touching: 2
figgs: 3
ruefully: 1
benearly: 1
flyin: 1
dashed: 3
mmyself: 1
tiptoed: 1
prefect: 8
saying: 37
arrived: 17
vanished: 6
anytime: 1
knobbly: 3
whisperedive: 1
cornelius: 1
instead: 14
dad: 15
dreamily: 1
heads: 19
apartyou: 1
shining: 2
delights: 1
rummaging: 2
cream: 3
wiped: 3
delayed: 2
thinner: 1
shared: 2
buttered: 1
istry: 1
hed: 134
shop: 16
tonight: 21
colors: 2
bangs: 2
so: 220
struggle: 1
harold: 1
decided: 11
clouds: 3
calls: 2
it: 980
winds: 1
swung: 14
warned: 8
his: 933
silence: 14
telephone: 6
red: 29
til: 2
hawk: 2
next: 94
himthree: 1
steering: 2
bend: 3
singsong: 1
liquids: 1
luggage: 1
bathilda: 1
mcguffin: 1
din: 1
measure: 3
muffled: 3
overtook: 1
live: 11
pointed: 20
passages: 1
thinks: 7
grim: 1
heard: 75
alibis: 1
admirable: 1
blonde: 2
told: 90
doubted: 1
how: 128
somefink: 1
join: 6
few: 55
or: 102
suggested: 8
pebbles: 1
umhagrid: 1
thinking: 16
cared: 2
nighttime: 3
strongly: 4
me: 208
evenings: 1
facedown: 2
bricks: 1
nowno: 1
stuntthese: 1
piled: 7
information: 1
alive: 7
struck: 6
guess: 4
iergot: 1
woke: 10
famous: 20
saidsir: 1
counting: 3
chase: 1
disappeared: 17
coldthere: 1
shakily: 2
than: 93
blank: 2
werent: 26
stops: 1
chipolatas: 1
work: 28
steered: 1
why: 62
toward: 70
ghosti: 1
used: 16
trains: 2
them: 319
clothesthe: 1
stairs: 10
eyed: 5
impatient: 1
stupid: 19
centaurs: 5
need: 25
striding: 2
wide: 14
got: 195
introduced: 2
lowered: 3
seventy: 2
carrybut: 1
awayhe: 1
getups: 1
station: 11
said: 766
itsmine: 1
lot: 47
alternative: 1
help: 29
certain: 1
secret: 15
restless: 1
bullets: 1
happier: 2
lock: 10
firecracker: 1
even: 99
won: 18
smash: 2
nightmarethis: 1
cheer: 7
late: 14
downpour: 1
anythin: 13
kent: 1
ceremony: 2
scratch: 1
staircases: 2
more: 109
word: 17
whirled: 2
with: 411
gave: 37
friend: 8
tiptoe: 1
missing: 4
never: 119
both: 32
wasyou: 1
ragged: 1
headfirst: 1
pelting: 2
duddydums: 1
dormitories: 2
therelike: 1
house: 76
throw: 5
itwiseto: 1
sped: 8
class: 23
mandy: 1
hurried: 14
cats: 7
underneath: 11
stared: 35
names: 9
youngest: 6
hedid: 2
in: 951
cloth: 1
flimsy: 1
worked: 7
expect: 13
driven: 3
licking: 3
group: 2
propped: 1
look: 118
spying: 2
especially: 2
earths: 1
hobby: 1
repaired: 1
grinning: 2
herei: 1
severus: 5
give: 31
dursley: 53
gathered: 3
afternoon: 15
letting: 2
nothing: 53
message: 1
cackled: 2
craning: 2
seeill: 1
waving: 8
romania: 5
what: 323
gryffindorwhat: 1
cat: 23
shook: 18
relax: 3
london: 14
recorded: 1
witches: 8
stupidest: 1
aside: 4
pages: 1
wouldn: 4
beating: 2
little: 71
harryyoure: 1
fingers: 13
quafflethats: 1
get: 190
floors: 3
oclock: 12
whimpering: 1
albus: 11
tail: 14
weirdos: 2
honor: 2
son: 7
figg: 5
kicked: 7
bye: 9
neither: 9
rightvoldemort: 2
math: 1
kiss: 3
crosslegged: 1
nearerhe: 1
shrieked: 5
timidly: 2
headed: 10
bitten: 3
noise: 22
drivenolooking: 1
ter: 76
stopa: 1
blame: 4
lights: 5
cannot: 4
peevespleaseyoull: 1
our: 39
this: 236
rocker: 2
however: 21
ducking: 2
rapped: 2
lightning: 6
pointing: 18
tie: 1
groupsneville: 1
afraidand: 1
horribly: 3
opera: 1
matter: 14
seeing: 4
weasleys: 12
toad: 16
tripped: 2
nodding: 4
a: 1658
youknowwhos: 3
carrying: 10
grudgingly: 1
yes: 55
another: 51
brass: 5
wood: 50
circe: 1
square: 1
jolt: 2
trytakin: 1
crush: 1
came: 74
just: 172
sausages: 6
endbut: 1
knew: 59
news: 9
past: 44
sky: 12
parcel: 9
shouted: 27
lit: 8
nephew: 1
asasabnormaland: 1
any: 58
rubbish: 6
always: 38
themwell: 1
countercurse: 2
clothes: 7
elfric: 1
bouncedall: 1
charlie: 12
gotten: 20
stung: 1
traffic: 3
furor: 1
most: 30
blinded: 1
greasy: 2
taking: 19
kicking: 1
happily: 5
possible: 12
she: 225
settled: 1
posts: 5
corner: 25
face: 89
towhat: 1
n: 1
checkmate: 1
followed: 20
strawberries: 1
potters: 18
forgettin: 1
potterswere: 1
raspberry: 1
mud: 1
out: 370
breaths: 1
brokeand: 1
deal: 3
pop: 5
discover: 1
saidthe: 2
good: 85
he: 1486
half: 37
feasts: 2
havebanks: 1
bakery: 1
scooted: 1
unable: 2
experience: 1
worst: 5
ofwell: 1
tosteal: 1
dudley: 114
comb: 1
aloud: 2
over: 169
prepared: 2
if: 238
abou: 5
jackets: 2
harbor: 2
lamps: 1
importantly: 2
entering: 2
new: 36
cakes: 6
binoculars: 7
paces: 2
pretended: 3
flickered: 2
order: 4
fasten: 1
silently: 7
ravenclaws: 2
twice: 15
her: 176
jam: 3
soni: 1
warn: 4
sneered: 2
leave: 19
thin: 10
treble: 1
ronhes: 1
noticing: 8
although: 11
goes: 9
up: 368
screaming: 4
saidyou: 1
scratching: 3
daring: 3
much: 76
born: 1
usual: 18
stalagmite: 1
faltered: 1
cupboardi: 1
enchantments: 4
the: 3592
did: 94
mistaken: 1
spluttered: 2
chocolate: 15
insideand: 1
shouldnt: 10
quite: 36
bin: 12
highsecurity: 1
towers: 1
all: 383
tries: 3
needin: 1
vernons: 11
couldnt: 104
questionsthat: 1
piece: 9
astride: 1
itwas: 1
share: 5
mrs: 46
cantve: 1
mirror: 46
put: 59
andno: 1
youtell: 1
money: 14
stuttering: 1
scrawl: 1
found: 69
sobbingi: 1
length: 2
potions: 15
processor: 1
stern: 4
great: 69
winked: 5
none: 10
perfectly: 5
slinking: 1
poorer: 1
haircuts: 1
minded: 1
creatures: 2
prowling: 1
wasa: 1
frayed: 1
story: 11
hardly: 22
across: 38
heartstring: 1
four: 33
surprise: 10
bacon: 7
norriss: 1
office: 5
people: 91
ithere: 1
no: 170
scuttled: 2
twitched: 5
quarter: 1
finer: 2
peoples: 5
privet: 16
bun: 2
starting: 10
boy: 78
single: 10
important: 15
collect: 1
mummy: 1
mirrors: 1
dream: 10
burning: 4
